ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma_de_Venda,Região
58588,2023-04-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_21130,250.0,Presencial,Sudeste
75050,2023-04-04,São Paulo,"Monitor 27""",1200.0,1,Cliente_19048,1200.0,Presencial,Sudeste
91326,2023-04-04,São Paulo,"Monitor 27""",1200.0,1,Cliente_12969,1200.0,Presencial,Sudeste
7033,2023-04-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28975,2200.0,Presencial,Sudeste
29425,2023-04-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14103,2200.0,Presencial,Sudeste
82422,2023-04-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16987,2200.0,Presencial,Sudeste
97056,2023-04-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16613,2200.0,Presencial,Sudeste
99213,2023-04-04,São Paulo,"Monitor 27""",1200.0,2,Cliente_10972,2400.0,Presencial,Sudeste
32825,2023-04-04,São Paulo,Notebook HP,3200.0,1,Cliente_16261,3200.0,Presencial,Sudeste
60851,2023-04-04,São Paulo,Notebook HP,3200.0,1,Cliente_15408,3200.0,Presencial,Sudeste
35229,2023-04-04,São Paulo,Notebook Dell,3500.0,1,Cliente_2625,3500.0,Presencial,Sudeste
81174,2023-04-04,São Paulo,Notebook Dell,3500.0,1,Cliente_14899,3500.0,Presencial,Sudeste
38776,2023-04-04,São Paulo,iPhone 14,5500.0,1,Cliente_27510,5500.0,Presencial,Sudeste
96634,2023-04-04,São Paulo,iPhone 14,5500.0,1,Cliente_20565,5500.0,Presencial,Sudeste
36830,2023-04-04,São Paulo,Notebook Dell,3500.0,2,Cliente_17104,7000.0,Presencial,Sudeste
90022,2023-04-04,São Paulo,iPhone 14,5500.0,2,Cliente_10518,11000.0,Presencial,Sudeste
13976,2023-04-05,São Paulo,Cabo HDMI,40.0,1,Cliente_22220,40.0,Presencial,Sudeste
75297,2023-04-05,São Paulo,Cabo HDMI,40.0,1,Cliente_23490,40.0,Presencial,Sudeste
90601,2023-04-05,São Paulo,Cabo HDMI,40.0,1,Cliente_17175,40.0,Presencial,Sudeste
2750,2023-04-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_4803,250.0,Presencial,Sudeste
3490,2023-04-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_26942,250.0,Presencial,Sudeste
34367,2023-04-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_14655,250.0,Presencial,Sudeste
94574,2023-04-05,São Paulo,Teclado Mecânico,250.0,2,Cliente_29581,500.0,Presencial,Sudeste
20154,2023-04-05,São Paulo,Notebook HP,3200.0,1,Cliente_862,3200.0,Presencial,Sudeste
42128,2023-04-05,São Paulo,Notebook HP,3200.0,1,Cliente_18462,3200.0,Presencial,Sudeste
89244,2023-04-05,São Paulo,Notebook HP,3200.0,3,Cliente_16402,9600.0,Presencial,Sudeste
16935,2023-04-05,São Paulo,Smartphone Samsung,2200.0,5,Cliente_2933,11000.0,Presencial,Sudeste
63349,2023-04-06,São Paulo,Mouse Gamer,120.0,1,Cliente_17003,120.0,Presencial,Sudeste
76700,2023-04-06,São Paulo,Mouse Gamer,120.0,1,Cliente_18353,120.0,Presencial,Sudeste
38557,2023-04-06,São Paulo,Cabo HDMI,40.0,5,Cliente_22763,200.0,Presencial,Sudeste
50802,2023-04-06,São Paulo,Cabo HDMI,40.0,5,Cliente_25722,200.0,Presencial,Sudeste
99939,2023-04-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_13021,250.0,Presencial,Sudeste
6678,2023-04-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_28213,1200.0,Presencial,Sudeste
46019,2023-04-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_3505,1200.0,Presencial,Sudeste
50242,2023-04-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_14964,1200.0,Presencial,Sudeste
33503,2023-04-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_18807,2200.0,Presencial,Sudeste
46476,2023-04-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_5192,2200.0,Presencial,Sudeste
79582,2023-04-06,São Paulo,Notebook HP,3200.0,1,Cliente_12759,3200.0,Presencial,Sudeste
62679,2023-04-06,São Paulo,iPhone 14,5500.0,1,Cliente_8804,5500.0,Presencial,Sudeste
10032,2023-04-06,São Paulo,Notebook HP,3200.0,2,Cliente_17217,6400.0,Presencial,Sudeste
40902,2023-04-06,São Paulo,Notebook HP,3200.0,2,Cliente_9586,6400.0,Presencial,Sudeste
7350,2023-04-07,São Paulo,Cabo HDMI,40.0,1,Cliente_13590,40.0,Presencial,Sudeste
77771,2023-04-07,São Paulo,Mouse Gamer,120.0,1,Cliente_654,120.0,Presencial,Sudeste
17522,2023-04-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_4874,250.0,Presencial,Sudeste
26629,2023-04-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_8946,250.0,Presencial,Sudeste
47467,2023-04-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_4224,250.0,Presencial,Sudeste
94520,2023-04-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_6789,250.0,Presencial,Sudeste
34545,2023-04-07,São Paulo,Mouse Gamer,120.0,3,Cliente_26474,360.0,Presencial,Sudeste
7417,2023-04-07,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2718,2200.0,Presencial,Sudeste
47568,2023-04-07,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14790,2200.0,Presencial,Sudeste
72168,2023-04-07,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25906,2200.0,Presencial,Sudeste
29283,2023-04-07,São Paulo,Notebook HP,3200.0,1,Cliente_22393,3200.0,Presencial,Sudeste
84242,2023-04-07,São Paulo,Notebook Dell,3500.0,1,Cliente_15101,3500.0,Presencial,Sudeste
51260,2023-04-07,São Paulo,iPhone 14,5500.0,1,Cliente_17137,5500.0,Presencial,Sudeste
73176,2023-04-07,São Paulo,iPhone 14,5500.0,1,Cliente_7080,5500.0,Presencial,Sudeste
25133,2023-04-07,São Paulo,Notebook HP,3200.0,3,Cliente_23321,9600.0,Presencial,Sudeste
12970,2023-04-08,São Paulo,Cabo HDMI,40.0,1,Cliente_8098,40.0,Presencial,Sudeste
72595,2023-04-08,São Paulo,Cabo HDMI,40.0,1,Cliente_2335,40.0,Presencial,Sudeste
25519,2023-04-08,São Paulo,Cabo HDMI,40.0,2,Cliente_27345,80.0,Presencial,Sudeste
9269,2023-04-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_7610,250.0,Presencial,Sudeste
48652,2023-04-08,São Paulo,Mouse Gamer,120.0,3,Cliente_29293,360.0,Presencial,Sudeste
42856,2023-04-08,São Paulo,"Monitor 27""",1200.0,1,Cliente_25625,1200.0,Presencial,Sudeste
78132,2023-04-08,São Paulo,"Monitor 27""",1200.0,1,Cliente_7168,1200.0,Presencial,Sudeste
40782,2023-04-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17800,2200.0,Presencial,Sudeste
60385,2023-04-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14877,2200.0,Presencial,Sudeste
71451,2023-04-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15350,2200.0,Presencial,Sudeste
25564,2023-04-08,São Paulo,"Monitor 27""",1200.0,2,Cliente_25180,2400.0,Presencial,Sudeste
20785,2023-04-08,São Paulo,Notebook HP,3200.0,1,Cliente_19117,3200.0,Presencial,Sudeste
53401,2023-04-08,São Paulo,Notebook HP,3200.0,1,Cliente_13851,3200.0,Presencial,Sudeste
46843,2023-04-08,São Paulo,Notebook Dell,3500.0,1,Cliente_16395,3500.0,Presencial,Sudeste
66230,2023-04-08,São Paulo,Notebook Dell,3500.0,1,Cliente_5628,3500.0,Presencial,Sudeste
65307,2023-04-08,São Paulo,iPhone 14,5500.0,1,Cliente_9824,5500.0,Presencial,Sudeste
96214,2023-04-08,São Paulo,iPhone 14,5500.0,1,Cliente_25829,5500.0,Presencial,Sudeste
31261,2023-04-08,São Paulo,iPhone 14,5500.0,3,Cliente_7693,16500.0,Presencial,Sudeste
95055,2023-04-08,São Paulo,Notebook Dell,3500.0,5,Cliente_27726,17500.0,Presencial,Sudeste
78720,2023-04-09,São Paulo,Cabo HDMI,40.0,1,Cliente_379,40.0,Presencial,Sudeste
58550,2023-04-09,São Paulo,Mouse Gamer,120.0,1,Cliente_18913,120.0,Presencial,Sudeste
81734,2023-04-09,São Paulo,Mouse Gamer,120.0,1,Cliente_19325,120.0,Presencial,Sudeste
25674,2023-04-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_29332,250.0,Presencial,Sudeste
84433,2023-04-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_25527,1200.0,Presencial,Sudeste
38999,2023-04-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15619,2200.0,Presencial,Sudeste
61518,2023-04-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26303,2200.0,Presencial,Sudeste
68095,2023-04-09,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14540,2200.0,Presencial,Sudeste
14821,2023-04-09,São Paulo,Notebook HP,3200.0,1,Cliente_23805,3200.0,Presencial,Sudeste
27277,2023-04-09,São Paulo,Notebook HP,3200.0,1,Cliente_11966,3200.0,Presencial,Sudeste
38832,2023-04-09,São Paulo,Notebook HP,3200.0,1,Cliente_24731,3200.0,Presencial,Sudeste
58629,2023-04-09,São Paulo,Notebook Dell,3500.0,1,Cliente_2018,3500.0,Presencial,Sudeste
88690,2023-04-09,São Paulo,Notebook Dell,3500.0,1,Cliente_23061,3500.0,Presencial,Sudeste
11574,2023-04-09,São Paulo,iPhone 14,5500.0,1,Cliente_142,5500.0,Presencial,Sudeste
30029,2023-04-09,São Paulo,iPhone 14,5500.0,1,Cliente_6192,5500.0,Presencial,Sudeste
70740,2023-04-09,São Paulo,iPhone 14,5500.0,1,Cliente_22347,5500.0,Presencial,Sudeste
74324,2023-04-09,São Paulo,iPhone 14,5500.0,1,Cliente_22418,5500.0,Presencial,Sudeste
76383,2023-04-09,São Paulo,iPhone 14,5500.0,1,Cliente_9304,5500.0,Presencial,Sudeste
81197,2023-04-09,São Paulo,iPhone 14,5500.0,1,Cliente_28883,5500.0,Presencial,Sudeste
17618,2023-04-09,São Paulo,Notebook HP,3200.0,2,Cliente_3678,6400.0,Presencial,Sudeste
20271,2023-04-09,São Paulo,iPhone 14,5500.0,2,Cliente_4989,11000.0,Presencial,Sudeste
40560,2023-04-10,São Paulo,Cabo HDMI,40.0,1,Cliente_26094,40.0,Presencial,Sudeste
43907,2023-04-10,São Paulo,Cabo HDMI,40.0,1,Cliente_21401,40.0,Presencial,Sudeste
27921,2023-04-10,São Paulo,Mouse Gamer,120.0,1,Cliente_29233,120.0,Presencial,Sudeste
51813,2023-04-10,São Paulo,Mouse Gamer,120.0,1,Cliente_10895,120.0,Presencial,Sudeste
60284,2023-04-10,São Paulo,Mouse Gamer,120.0,1,Cliente_6509,120.0,Presencial,Sudeste
25965,2023-04-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_6632,250.0,Presencial,Sudeste
51375,2023-04-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_7281,1200.0,Presencial,Sudeste
54797,2023-04-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_1070,1200.0,Presencial,Sudeste
57991,2023-04-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_13502,1200.0,Presencial,Sudeste
57658,2023-04-10,São Paulo,"Monitor 27""",1200.0,2,Cliente_1802,2400.0,Presencial,Sudeste
17629,2023-04-10,São Paulo,Notebook Dell,3500.0,1,Cliente_7495,3500.0,Presencial,Sudeste
78286,2023-04-10,São Paulo,Notebook Dell,3500.0,1,Cliente_3861,3500.0,Presencial,Sudeste
92087,2023-04-10,São Paulo,Notebook Dell,3500.0,1,Cliente_26461,3500.0,Presencial,Sudeste
96271,2023-04-10,São Paulo,Notebook Dell,3500.0,1,Cliente_13789,3500.0,Presencial,Sudeste
30215,2023-04-10,São Paulo,iPhone 14,5500.0,1,Cliente_10583,5500.0,Presencial,Sudeste
51298,2023-04-10,São Paulo,iPhone 14,5500.0,1,Cliente_10570,5500.0,Presencial,Sudeste
42527,2023-04-10,São Paulo,Notebook HP,3200.0,2,Cliente_23201,6400.0,Presencial,Sudeste
92381,2023-04-10,São Paulo,Notebook Dell,3500.0,2,Cliente_3026,7000.0,Presencial,Sudeste
92438,2023-04-10,São Paulo,Smartphone Samsung,2200.0,5,Cliente_1221,11000.0,Presencial,Sudeste
702,2023-04-11,São Paulo,Cabo HDMI,40.0,1,Cliente_6011,40.0,Presencial,Sudeste
54819,2023-04-11,São Paulo,Cabo HDMI,40.0,1,Cliente_13281,40.0,Presencial,Sudeste
48427,2023-04-11,São Paulo,Cabo HDMI,40.0,2,Cliente_10837,80.0,Presencial,Sudeste
55392,2023-04-11,São Paulo,Mouse Gamer,120.0,1,Cliente_22464,120.0,Presencial,Sudeste
54016,2023-04-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_4577,250.0,Presencial,Sudeste
75558,2023-04-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_19340,250.0,Presencial,Sudeste
27304,2023-04-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_7167,1200.0,Presencial,Sudeste
49853,2023-04-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_25312,1200.0,Presencial,Sudeste
51426,2023-04-11,São Paulo,Notebook HP,3200.0,1,Cliente_18829,3200.0,Presencial,Sudeste
63733,2023-04-11,São Paulo,Notebook HP,3200.0,1,Cliente_17622,3200.0,Presencial,Sudeste
9008,2023-04-11,São Paulo,Notebook Dell,3500.0,1,Cliente_22433,3500.0,Presencial,Sudeste
61386,2023-04-11,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18844,4400.0,Presencial,Sudeste
7112,2023-04-11,São Paulo,iPhone 14,5500.0,1,Cliente_22392,5500.0,Presencial,Sudeste
39216,2023-04-11,São Paulo,iPhone 14,5500.0,1,Cliente_8866,5500.0,Presencial,Sudeste
7936,2023-04-11,São Paulo,Notebook HP,3200.0,2,Cliente_13543,6400.0,Presencial,Sudeste
9673,2023-04-11,São Paulo,Notebook HP,3200.0,2,Cliente_14125,6400.0,Presencial,Sudeste
759,2023-04-11,São Paulo,Notebook Dell,3500.0,2,Cliente_26975,7000.0,Presencial,Sudeste
39074,2023-04-11,São Paulo,Notebook Dell,3500.0,10,Cliente_17515,35000.0,Presencial,Sudeste
4960,2023-04-12,São Paulo,Cabo HDMI,40.0,1,Cliente_13572,40.0,Presencial,Sudeste
37521,2023-04-12,São Paulo,Cabo HDMI,40.0,1,Cliente_8323,40.0,Presencial,Sudeste
74993,2023-04-12,São Paulo,Cabo HDMI,40.0,2,Cliente_13069,80.0,Presencial,Sudeste
4433,2023-04-12,São Paulo,Mouse Gamer,120.0,1,Cliente_24324,120.0,Presencial,Sudeste
67653,2023-04-12,São Paulo,Mouse Gamer,120.0,1,Cliente_7867,120.0,Presencial,Sudeste
92893,2023-04-12,São Paulo,Mouse Gamer,120.0,1,Cliente_13417,120.0,Presencial,Sudeste
94733,2023-04-12,São Paulo,Cabo HDMI,40.0,3,Cliente_24841,120.0,Presencial,Sudeste
99348,2023-04-12,São Paulo,Mouse Gamer,120.0,1,Cliente_26096,120.0,Presencial,Sudeste
36202,2023-04-12,São Paulo,Cabo HDMI,40.0,5,Cliente_4242,200.0,Presencial,Sudeste
38902,2023-04-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_13336,250.0,Presencial,Sudeste
56468,2023-04-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_27681,250.0,Presencial,Sudeste
82371,2023-04-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_15942,250.0,Presencial,Sudeste
96415,2023-04-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_11521,250.0,Presencial,Sudeste
57822,2023-04-12,São Paulo,Mouse Gamer,120.0,3,Cliente_27694,360.0,Presencial,Sudeste
53713,2023-04-12,São Paulo,Mouse Gamer,120.0,5,Cliente_12409,600.0,Presencial,Sudeste
66192,2023-04-12,São Paulo,Mouse Gamer,120.0,5,Cliente_3774,600.0,Presencial,Sudeste
66910,2023-04-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_18600,1200.0,Presencial,Sudeste
78368,2023-04-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8930,2200.0,Presencial,Sudeste
16626,2023-04-12,São Paulo,Notebook HP,3200.0,1,Cliente_3433,3200.0,Presencial,Sudeste
64161,2023-04-12,São Paulo,"Monitor 27""",1200.0,3,Cliente_10759,3600.0,Presencial,Sudeste
6263,2023-04-12,São Paulo,Smartphone Samsung,2200.0,2,Cliente_29246,4400.0,Presencial,Sudeste
82962,2023-04-12,São Paulo,iPhone 14,5500.0,1,Cliente_7569,5500.0,Presencial,Sudeste
87950,2023-04-12,São Paulo,iPhone 14,5500.0,1,Cliente_13618,5500.0,Presencial,Sudeste
2551,2023-04-13,São Paulo,Cabo HDMI,40.0,1,Cliente_12018,40.0,Presencial,Sudeste
14380,2023-04-13,São Paulo,Cabo HDMI,40.0,1,Cliente_7553,40.0,Presencial,Sudeste
15125,2023-04-13,São Paulo,Cabo HDMI,40.0,1,Cliente_7751,40.0,Presencial,Sudeste
86338,2023-04-13,São Paulo,Cabo HDMI,40.0,1,Cliente_202,40.0,Presencial,Sudeste
29500,2023-04-13,São Paulo,Cabo HDMI,40.0,2,Cliente_4389,80.0,Presencial,Sudeste
135,2023-04-13,São Paulo,Mouse Gamer,120.0,1,Cliente_15248,120.0,Presencial,Sudeste
38170,2023-04-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_17421,1200.0,Presencial,Sudeste
49327,2023-04-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_10640,1200.0,Presencial,Sudeste
98986,2023-04-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_27475,1200.0,Presencial,Sudeste
66757,2023-04-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_605,2200.0,Presencial,Sudeste
91830,2023-04-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2589,2200.0,Presencial,Sudeste
23294,2023-04-13,São Paulo,Notebook HP,3200.0,1,Cliente_16775,3200.0,Presencial,Sudeste
55356,2023-04-13,São Paulo,Notebook HP,3200.0,1,Cliente_17965,3200.0,Presencial,Sudeste
60913,2023-04-13,São Paulo,Notebook Dell,3500.0,1,Cliente_25973,3500.0,Presencial,Sudeste
95140,2023-04-13,São Paulo,Notebook Dell,3500.0,1,Cliente_28589,3500.0,Presencial,Sudeste
8982,2023-04-13,São Paulo,Smartphone Samsung,2200.0,2,Cliente_4285,4400.0,Presencial,Sudeste
24330,2023-04-13,São Paulo,iPhone 14,5500.0,1,Cliente_23712,5500.0,Presencial,Sudeste
36096,2023-04-13,São Paulo,iPhone 14,5500.0,1,Cliente_22735,5500.0,Presencial,Sudeste
63108,2023-04-13,São Paulo,iPhone 14,5500.0,1,Cliente_10178,5500.0,Presencial,Sudeste
73158,2023-04-13,São Paulo,Smartphone Samsung,2200.0,3,Cliente_5503,6600.0,Presencial,Sudeste
29052,2023-04-13,São Paulo,iPhone 14,5500.0,2,Cliente_14119,11000.0,Presencial,Sudeste
76976,2023-04-13,São Paulo,Smartphone Samsung,2200.0,5,Cliente_19898,11000.0,Presencial,Sudeste
55053,2023-04-13,São Paulo,Notebook HP,3200.0,5,Cliente_22093,16000.0,Presencial,Sudeste
5293,2023-04-14,São Paulo,Cabo HDMI,40.0,1,Cliente_15907,40.0,Presencial,Sudeste
67849,2023-04-14,São Paulo,Mouse Gamer,120.0,1,Cliente_18648,120.0,Presencial,Sudeste
17826,2023-04-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_14904,250.0,Presencial,Sudeste
21874,2023-04-14,São Paulo,Teclado Mecânico,250.0,2,Cliente_11388,500.0,Presencial,Sudeste
27343,2023-04-14,São Paulo,Mouse Gamer,120.0,5,Cliente_2934,600.0,Presencial,Sudeste
42247,2023-04-14,São Paulo,Mouse Gamer,120.0,5,Cliente_6688,600.0,Presencial,Sudeste
50190,2023-04-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_4024,1200.0,Presencial,Sudeste
48502,2023-04-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14480,2200.0,Presencial,Sudeste
74841,2023-04-14,São Paulo,Notebook Dell,3500.0,1,Cliente_14600,3500.0,Presencial,Sudeste
88539,2023-04-14,São Paulo,Notebook Dell,3500.0,1,Cliente_6986,3500.0,Presencial,Sudeste
20614,2023-04-14,São Paulo,Smartphone Samsung,2200.0,2,Cliente_17731,4400.0,Presencial,Sudeste
11552,2023-04-14,São Paulo,iPhone 14,5500.0,1,Cliente_26303,5500.0,Presencial,Sudeste
94623,2023-04-14,São Paulo,iPhone 14,5500.0,1,Cliente_8980,5500.0,Presencial,Sudeste
9544,2023-04-14,São Paulo,Notebook HP,3200.0,2,Cliente_29669,6400.0,Presencial,Sudeste
12410,2023-04-14,São Paulo,iPhone 14,5500.0,5,Cliente_12577,27500.0,Presencial,Sudeste
38686,2023-04-15,São Paulo,Cabo HDMI,40.0,1,Cliente_21186,40.0,Presencial,Sudeste
97971,2023-04-15,São Paulo,Cabo HDMI,40.0,1,Cliente_11109,40.0,Presencial,Sudeste
842,2023-04-15,São Paulo,Cabo HDMI,40.0,2,Cliente_22686,80.0,Presencial,Sudeste
24650,2023-04-15,São Paulo,Cabo HDMI,40.0,2,Cliente_25725,80.0,Presencial,Sudeste
33745,2023-04-15,São Paulo,Mouse Gamer,120.0,1,Cliente_10710,120.0,Presencial,Sudeste
65717,2023-04-15,São Paulo,Mouse Gamer,120.0,1,Cliente_6724,120.0,Presencial,Sudeste
70952,2023-04-15,São Paulo,Mouse Gamer,120.0,1,Cliente_24052,120.0,Presencial,Sudeste
45742,2023-04-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_20770,250.0,Presencial,Sudeste
37986,2023-04-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_17799,1200.0,Presencial,Sudeste
82082,2023-04-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_22005,1200.0,Presencial,Sudeste
73582,2023-04-15,São Paulo,Teclado Mecânico,250.0,5,Cliente_9600,1250.0,Presencial,Sudeste
45914,2023-04-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_27491,2200.0,Presencial,Sudeste
61532,2023-04-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26756,2200.0,Presencial,Sudeste
96359,2023-04-15,São Paulo,"Monitor 27""",1200.0,2,Cliente_20737,2400.0,Presencial,Sudeste
10471,2023-04-15,São Paulo,Notebook HP,3200.0,1,Cliente_15169,3200.0,Presencial,Sudeste
74548,2023-04-15,São Paulo,Notebook HP,3200.0,1,Cliente_9307,3200.0,Presencial,Sudeste
10782,2023-04-15,São Paulo,Notebook Dell,3500.0,1,Cliente_26932,3500.0,Presencial,Sudeste
30553,2023-04-15,São Paulo,iPhone 14,5500.0,1,Cliente_16900,5500.0,Presencial,Sudeste
72369,2023-04-15,São Paulo,iPhone 14,5500.0,3,Cliente_17034,16500.0,Presencial,Sudeste
53685,2023-04-16,São Paulo,Mouse Gamer,120.0,1,Cliente_23932,120.0,Presencial,Sudeste
65371,2023-04-16,São Paulo,Cabo HDMI,40.0,3,Cliente_4234,120.0,Presencial,Sudeste
39877,2023-04-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_1295,250.0,Presencial,Sudeste
34872,2023-04-16,São Paulo,Teclado Mecânico,250.0,2,Cliente_2079,500.0,Presencial,Sudeste
65103,2023-04-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_7468,1200.0,Presencial,Sudeste
11283,2023-04-16,São Paulo,Teclado Mecânico,250.0,5,Cliente_1195,1250.0,Presencial,Sudeste
14008,2023-04-16,São Paulo,Smartphone Samsung,2200.0,1,Cliente_19720,2200.0,Presencial,Sudeste
15193,2023-04-16,São Paulo,"Monitor 27""",1200.0,2,Cliente_1351,2400.0,Presencial,Sudeste
21267,2023-04-16,São Paulo,"Monitor 27""",1200.0,2,Cliente_16609,2400.0,Presencial,Sudeste
18313,2023-04-16,São Paulo,Notebook HP,3200.0,1,Cliente_29323,3200.0,Presencial,Sudeste
54209,2023-04-16,São Paulo,Notebook HP,3200.0,1,Cliente_18695,3200.0,Presencial,Sudeste
25570,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_9507,3500.0,Presencial,Sudeste
34194,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_19079,3500.0,Presencial,Sudeste
89394,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_2987,3500.0,Presencial,Sudeste
93390,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_17398,3500.0,Presencial,Sudeste
97969,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_1844,3500.0,Presencial,Sudeste
53380,2023-04-16,São Paulo,Smartphone Samsung,2200.0,2,Cliente_3047,4400.0,Presencial,Sudeste
10213,2023-04-16,São Paulo,iPhone 14,5500.0,1,Cliente_29880,5500.0,Presencial,Sudeste
48903,2023-04-16,São Paulo,iPhone 14,5500.0,1,Cliente_6686,5500.0,Presencial,Sudeste
82809,2023-04-16,São Paulo,iPhone 14,5500.0,1,Cliente_29254,5500.0,Presencial,Sudeste
92952,2023-04-16,São Paulo,iPhone 14,5500.0,1,Cliente_13196,5500.0,Presencial,Sudeste
11647,2023-04-17,São Paulo,Cabo HDMI,40.0,1,Cliente_19593,40.0,Presencial,Sudeste
26999,2023-04-17,São Paulo,Cabo HDMI,40.0,1,Cliente_13333,40.0,Presencial,Sudeste
83775,2023-04-17,São Paulo,Cabo HDMI,40.0,1,Cliente_6533,40.0,Presencial,Sudeste
16333,2023-04-17,São Paulo,Mouse Gamer,120.0,1,Cliente_10024,120.0,Presencial,Sudeste
48572,2023-04-17,São Paulo,Mouse Gamer,120.0,1,Cliente_14258,120.0,Presencial,Sudeste
30545,2023-04-17,São Paulo,Mouse Gamer,120.0,2,Cliente_11917,240.0,Presencial,Sudeste
10476,2023-04-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_27086,250.0,Presencial,Sudeste
20606,2023-04-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_19345,250.0,Presencial,Sudeste
25514,2023-04-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_17667,250.0,Presencial,Sudeste
42228,2023-04-17,São Paulo,Mouse Gamer,120.0,3,Cliente_1782,360.0,Presencial,Sudeste
52078,2023-04-17,São Paulo,Teclado Mecânico,250.0,3,Cliente_13256,750.0,Presencial,Sudeste
17915,2023-04-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_21903,1200.0,Presencial,Sudeste
66051,2023-04-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_20055,1200.0,Presencial,Sudeste
74296,2023-04-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_18511,1200.0,Presencial,Sudeste
23333,2023-04-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26123,2200.0,Presencial,Sudeste
44140,2023-04-17,São Paulo,Smartphone Samsung,2200.0,1,Cliente_29741,2200.0,Presencial,Sudeste
21881,2023-04-17,São Paulo,Notebook HP,3200.0,1,Cliente_21886,3200.0,Presencial,Sudeste
47017,2023-04-17,São Paulo,Notebook HP,3200.0,1,Cliente_9007,3200.0,Presencial,Sudeste
14098,2023-04-17,São Paulo,Notebook Dell,3500.0,1,Cliente_18586,3500.0,Presencial,Sudeste
31423,2023-04-17,São Paulo,Notebook Dell,3500.0,1,Cliente_24420,3500.0,Presencial,Sudeste
